,business_id,name,categories,stars,review_count,latitude,longitude,postal_code,init_cluster,cluster
4468,Ujsflar_Sa0b44hsO1o25w,Taste Of Jakarta,"Food, Indonesian, Restaurants",3.5,20,45.5168256,-122.6869756,97201.0,0,1
4597,k1ZfT7zdOyd9yxuH7HWGWg,Old Town,"Burgers, Restaurants, American (Traditional), Cheesesteaks",3.5,20,45.5165153,-122.6242792,97214.0,1,2
5493,-moMyZ12TL2u8RvpYez_GQ,Rice & Noodle,"Food Stands, Chinese, Noodles, Restaurants",3.5,20,45.509867,-122.6812479,97201.0,0,1
5802,ohjD2T_d44_uBT3mBI_vFw,Tio Pancho's Tacos,"Specialty Food, Ethnic Food, Restaurants, Mexican, Food",3.5,20,45.5895252,-122.7486342,97203.0,3,7
6101,cdZMLCz9J0WtiN3P0bphmQ,Starbucks,"Restaurants, Food, Coffee & Tea",3.5,20,45.408541,-122.74649,97224.0,3,5
6256,ep1TKJkKM7TH3xicC6j6uw,Fremont Ridge Inn,"American (New), Nightlife, Restaurants, Bars, Dive Bars, Cocktail Bars",3.5,20,45.5484231,-122.6100606,97213.0,1,8
6263,DpZ5CUg3gYO3hWrb9eh4-w,Shalimar Cafe,"Food, Specialty Food, Indian, Ethnic Food, Food Stands, Restaurants",3.5,20,45.5189744,-122.5589206,97216.0,2,4
7060,4BK8NAgFDWeizZhASo2sYg,Sushi Park,"Sushi Bars, Salad, Restaurants, Asian Fusion, Japanese",3.5,20,45.5142684,-122.6844126,97201.0,0,1
7186,m5eUPVD0Hu39Ff-Uqe-FLA,The Italian Joint,"Italian, Restaurants",3.5,20,45.5121959,-122.6328655,97203.0,1,2
1,jx91IMdGOmLOo8h_F9z39g,Cleary's Restaurant & Spirits,"Nightlife, Sandwiches, Seafood, Restaurants",3.5,19,45.5264727,-122.535323,97230.0,2,4
344,_IkPghLfySEgEDrg9RzipA,Saigon Pearl Restaurant & Lounge,"American (New), Nightlife, Vietnamese, Lounges, Bars, Restaurants",3.5,19,45.5070267,-122.5785967,97216.0,2,0
512,lh9serZ_XmnSx_SU6NnBiA,Rice Junkies,"Vegetarian, Gluten-Free, Vegan, Korean, Restaurants",3.5,19,45.5592070625,-122.6484456564,97211.0,0,6
759,70QXqa4oNhICZ2FuSCwNCw,Vaux,"Restaurants, Cocktail Bars, Wine Bars, Bars, American (New), Nightlife",3.5,19,45.5262844,-122.6804957,97209.0,0,1
1293,cpN1-bD49YIpZvUp6RCuuA,Morrison Street Bar & Grill,"Restaurants, Italian, Bars, Breakfast & Brunch, Nightlife, Burgers, American (Traditional)",3.5,19,45.5174948,-122.6532671,97214.0,0,2
1501,zRGUCEfESzZiDoTBStZxuw,Black Rock Coffee,"Coffee & Tea, Food",3.5,19,45.4185097,-122.633226,97267.0,1,9
1587,mAvk5jvzTwTPsb0xukOBIA,Starbucks,"Coffee & Tea, Food",3.5,19,45.49045,-122.622967,97202.0,1,2
1742,EKEc332Tz-Ox2Oa9-gpsbQ,Sushi Mioga,"Sushi Bars, Restaurants, Japanese",3.5,19,45.5225524868,-122.6907957761,97205.0,0,1
1823,LzS2O7CwCzC-CAkebjuoYg,Vinopolis,"Food, Beer, Wine & Spirits",3.5,19,45.5262659,-122.6877419,97209.0,0,1
2947,lXaATCW9TW_d_c_U_RqgTQ,Starbucks,"Food, Coffee & Tea",3.5,19,45.5339231,-122.661933,97232.0,0,1
3644,J8vHgX23BRGXWPbGa7EqUw,Museum Grounds,"Food, Desserts, Coffee & Tea, Bagels, Sandwiches, Restaurants",3.5,19,45.5165227704,-122.6837789522,97205.0,0,1
4018,miBTLGUkQfbwj5rwxGAtrA,Columbia Grill & Bar,"American (Traditional), Restaurants",3.5,19,45.582913,-122.575733,97218.0,2,8
4182,Eq5qHg_rQ3Q4p7sFFq19nw,Thanh Thao Market,"Specialty Food, Food, Meat Shops, Ethnic Food",3.5,19,45.5458439,-122.5960078,97213.0,2,8
4307,aK_jmbyZ7hgsSGkd-74dxw,Kyra's Bake Shop,"Restaurants, Cupcakes, Food, Bakeries, Breakfast & Brunch, Custom Cakes",3.5,19,45.5276455,-122.6945891,97209.0,0,1
5845,c4eph4jgj_LoHpZXf0irJg,Skidmore Saturday Market,"Shopping, Food, Flea Markets, Grocery",3.5,19,45.5222149,-122.6716192,97204.0,0,1
6112,7u8kT_cOtWU11ReekmVqqA,Starbucks,"Coffee & Tea, Food",3.5,19,45.530155,-122.69442,97209.0,0,1
6123,oGO4VlWi1Gw2gRiz7Zjjow,Jax Bar & Restaurant,"Bars, Restaurants, Nightlife, American (Traditional)",3.5,19,45.5171204,-122.675004,97204.0,0,1
6420,a5n9Szxz5E1J5euoxcsCvQ,Starbucks,"Coffee & Tea, Restaurants, Food",3.5,19,45.521752,-122.676415,97204.0,0,1
6440,m3UtX6WsEakGD8VBJeYZZQ,Sweet Street BBQ,"Event Planning & Services, Food Trucks, Street Vendors, Food Stands, Restaurants, Food, Barbeque",3.5,19,45.5592766,-122.6493799,97211.0,0,6
6565,A91G1wtVXpRqxaNB8fHLfw,Szechuan Restaurant,"Chinese, Restaurants, Szechuan",3.5,19,45.4646048,-122.6999787,97219.0,0,9
6782,FIzWwr0q5nOR7ZX5aUZifA,The Falafel Hut,"Middle Eastern, Mediterranean, Falafel, Food, Restaurants",3.5,19,45.5265084,-122.6049605,97213.0,1,8
7039,YopV5VzaKV_vj-mFnm1GEA,Double Up Bar,"Restaurants, Bars, Vietnamese, Nightlife, Chinese, Korean",3.5,19,45.4874728,-122.5785424,97266.0,1,0
674,FXqOtUY8mwbOdbeNUlzZTQ,Papa Murphy's,"Restaurants, Pizza",3.5,18,45.5695991,-122.6877076,97217.0,0,6
1996,cxDipNtBNZ6AFPFKLtfr4A,A Woman's Time,"Food, Acupuncture, Health & Medical, Specialty Food, Medical Centers, Beauty & Spas, Naturopathic/Holistic, Doctors, Massage, Health Markets",3.5,18,45.530045,-122.6939656,97209.0,0,1
2002,0HHfw-DWoQkrFRkz6WcvyA,Black Bike Cafe,"Nightlife, Cafes, American (New), Pubs, Bars, Restaurants",3.5,18,45.522439,-122.6371729,97214.0,1,2
2172,-T7lxEClfLr5oxLfgPL9hw,Old School Coffee,"Food, Coffee & Tea, Breakfast & Brunch, Bakeries, Restaurants, Bubble Tea",3.5,18,45.505278,-122.579787,97206.0,2,0
2716,Jl-UvKDrnF67o0mEKo5Y1g,Meet,"Barbeque, Restaurants",3.5,18,45.554341,-122.675826,97217.0,0,6
3826,OlSrZwhcNVx89fAoL3DLHw,Ladd's Inn,"Dive Bars, Bars, Nightlife, Restaurants",3.5,18,45.5113707,-122.6534209,97214.0,0,2
3874,Np0TMT-uL9Wbi5gIxrIbmg,7-Eleven,"Coffee & Tea, Food, Grocery, Convenience Stores",3.5,18,45.5427539,-122.8662446,97229.0,3,3
3962,V-DqXglP84Ny2lZPrfNx3Q,Aybla Grill,"Food Stands, Greek, Mediterranean, Restaurants",3.5,18,45.5214517,-122.6760663,97204.0,0,1
4554,Jll1mjOfZK5eWa1S8ZkTkQ,Pizza Caboose,"Pizza, Restaurants",3.5,18,45.5432590847,-122.8664656214,97229.0,3,3
4638,tWwX_LKJzlHlgLh_nrUpig,Davincis Italiano Ristorante,"Italian, Restaurants",3.5,18,45.4310465,-122.6351697,97222.0,1,9
5467,H6FN1CIoCl4VjJ8fa8_XGg,Black Dog Lounge,"Nightlife, Burgers, Bars, American (New), Gastropubs, Restaurants, Cocktail Bars, Sandwiches",3.5,18,45.504922,-122.63345,97202.0,1,2
5682,1Lj5ujs-rHgqB-yJqNrBjA,Blue Moose Cafe,"Gluten-Free, Vegetarian, Restaurants, Vegan",3.5,18,45.5481787,-122.6118303,97213.0,1,8
6121,wmPAEUwk-MyTjp4qC9MRBA,Bon Teriyaki,"Japanese, Restaurants, Food",3.5,18,45.5179319,-122.5573978,97216.0,2,4
6806,XMjvZ8NUbh9eB3qjZ4KkUQ,Jack's Tap Room And Quarterback Bar,"Nightlife, Tex-Mex, Pubs, American (New), Breakfast & Brunch, Sports Bars, Vegetarian, Restaurants, Bars",3.5,18,45.4855,-122.722,97221.0,3,5
6809,9ukrVP9PAfXo7lOtwZ6WUw,Kabobi,"Restaurants, Afghan",3.5,18,45.5120474,-122.6217353,97214.0,1,2
7065,qSuUAJxUM8_ULxjSWxOFSQ,Mocha Express,"Coffee & Tea, Food",3.5,18,45.4975921,-122.6215859,97201.0,1,2
63,Ak6ak8lb7qLlg0K4qdwAdg,Boxxes Video Bar,"Restaurants, Seafood, Gay Bars, Bars, Nightlife",3.5,17,45.5224014,-122.6818992,97205.0,0,1
894,YKrKQ5opZHxHZj4ayn-2Mg,Area 52 Bar & Grill,"American (Traditional), Bars, Burgers, Diners, Nightlife, Restaurants, Cocktail Bars, Dive Bars",3.5,17,45.472868,-122.6094491,97206.0,1,0
1191,xsVuMKyqUFlKhXH_glzXwQ,The Ticket,"Burgers, American (Traditional), Restaurants, Pizza, Bars, Nightlife, Sports Bars",3.5,17,45.5328035,-122.4772791,97230.0,2,4
1415,_I2QDI686AGHR4d2uGltFg,Thai 2 Go,"Restaurants, Thai",3.5,17,45.5038462,-122.5405878,97266.0,2,4
1855,v1401-J96FAsbyZRJ-K16Q,Lorn and Dottie's Luncheonette,"Diners, Breakfast & Brunch, Restaurants",3.5,17,45.5203813,-122.6730184,97204.0,0,1
1870,w9fq-cAvTl3orULGs-eu_A,Arby's,"Fast Food, Restaurants, Burgers, Sandwiches",3.5,17,45.5338134,-122.5389599,97220.0,2,4
3048,xd7csdlUv343QXutAjB4HQ,Momoyama,"Restaurants, Japanese",3.5,17,45.4791459,-122.6183865,97206.0,1,0
3183,8KeTdqxPTdWz0BLmD9ciDA,Parasol,"Beer Bar, Cocktail Bars, Restaurants, Japanese, Nightlife, Bars",3.5,17,45.5213358,-122.656848,97214.0,0,2
3447,Lv3B8V_zmwrXZ79m6blbWw,Starbucks,"Coffee & Tea, Food",3.5,17,45.521105,-122.6753605484,97204.0,0,1
3980,2dcUflUovGQMbef7QsjG5Q,Muddy Waters Coffeehouse,"Bakeries, Food, Coffee & Tea, Bagels",3.5,17,45.5163017,-122.6359943,97253.0,1,2
4637,mgZXLwAGK-5qllxTrr--iA,A Slice of New York,"Pizza, Restaurants",3.5,17,45.4665595293,-122.7524743974,97223.0,3,5
4997,P-XmDLNiHHpzn4EImViPHg,Homebase,"Food, Coffee & Tea",3.5,17,45.4977745,-122.6391521,97202.0,1,2
6292,Otii_xDocKDtUtauci1cNA,Fireside Coffee Lodge,"Local Flavor, Sushi Bars, Food, Restaurants, Coffee & Tea",3.5,17,45.5009072,-122.652517,97202.0,1,2
6601,Twu3GmVuYVKDcYpuTGWo3A,Food 4 Less,"Food, Grocery",3.5,17,45.497427,-122.5823722,97206.0,2,0
6686,uJ6w42UatQ_3OUOFAcYWag,Ugarit Mediterranean Meals,"Food Stands, Greek, Mediterranean, Restaurants",3.5,17,45.5213568,-122.6842779,97205.0,0,1
6735,OFKrWzTdBLFEQwfWlgtL2w,Starbucks,"Food, Coffee & Tea",3.5,17,45.473614,-122.648863,97202.0,1,9
1068,hy_660CzKLP3TqaUqGpCNw,The Deadliest Catch,"Food, Food Stands, Seafood, Mexican, Restaurants, Seafood Markets, Specialty Food",3.5,16,45.4870947323,-122.6108551025,97206.0,1,0
2464,x4Yl-WTAcTGpBs8EQkeoSg,Cookie Cabana,"Buffets, Cafes, Restaurants, Salad, Delis, Sandwiches",3.5,16,45.5119353,-122.6772197,97201.0,0,1
2471,1KwM-weXx_2X6yPHuFVFww,Katie's Cafe,Restaurants,3.5,16,45.5147259,-122.6806143,97201.0,0,1
3038,rLU1DUkXms9pzKGNOoYsDg,Purple Onion Grill,"American (Traditional), Cantonese, American (New), Chinese, Restaurants, Food",3.5,16,45.5076968,-122.5782471,97216.0,2,0
3831,hLtaEq12iVcxNj8Dd9JlIw,Petit Panda,"Asian Fusion, Food, Japanese, Coffee & Tea, Bubble Tea, Street Vendors, Food Stands, Restaurants, Food Trucks",3.5,16,45.520423,-122.6808153,97205.0,0,1
4254,Ys2Sj4NbNkc95hcWKeUvNQ,Jae's Market,"Convenience Stores, Grocery, Beer, Wine & Spirits, Food",3.5,16,45.5167846,-122.613793,97215.0,1,2
4299,arImWA5B3U2o0ajGx3UBmQ,East Ocean Chinese Seafood Restaurant,"Szechuan, Restaurants, Noodles, Seafood, Chinese, Cantonese",3.5,16,45.5277389,-122.579415,97220.0,2,8
4441,f6H-8bDOmgPfcBuMfUM8zQ,Bentos Coffee & Cookies,"Bakeries, Japanese, Coffee & Tea, Restaurants, Food",3.5,16,45.515369,-122.6786761,97204.0,0,1
5180,qjO3mxdBe19vGSCjZyo3RQ,Starbucks,"Coffee & Tea, Food",3.5,16,45.548371,-122.6511290978,97212.0,0,6
5307,EGbqrdkBtsyq1vae6_-G1g,Big Top Waffles,"Breakfast & Brunch, Food Stands, Restaurants, Belgian",3.5,16,45.554341,-122.675826,97206.0,0,6
5491,AOlgzUJXO4KVqHPEFA6How,Baskin-Robbins,"Ice Cream & Frozen Yogurt, Food",3.5,16,45.497218,-122.6198401,97202.0,1,2
6372,Vj4v_eKUZqD9gHBhMlQDMA,Sila Thai Eatery,"Thai, Food Stands, Food, Restaurants",3.5,16,45.5624451,-122.6952494,97217.0,0,6
6473,PleMRRinAled0l2sC1ziUg,Coffee People Coffee Stand,"Food, Coffee & Tea",3.5,16,45.5901785005,-122.5925099948,97218.0,2,8
6638,bH71LFaUBedEwR7Rymk8wQ,Topaz Farm,"Farms, Home & Garden, Shopping, Arts & Entertainment, Pick Your Own Farms, Pumpkin Patches, Food, Farmers Market",3.5,16,45.6478097,-122.8237847,97231.0,3,7
399,sl5UucaszElqbnP_RVQN0Q,Caffé Autogrill,"Sandwiches, Restaurants, Coffee & Tea, Italian, Food",3.5,15,45.4776036,-122.6992882,97239.0,0,9
474,RA2Wg5Cio8xfcK9FE3ScLg,La Salsa Mexican Grill,"Mexican, Restaurants",3.5,15,45.5052459,-122.6008666,97206.0,1,0
519,FBYUVr3efRK240bM8Y9n_g,Bob's Handy Pantry,"Convenience Stores, Food",3.5,15,45.4987613,-122.653743,97202.0,1,2
1172,qJTmCklFewfUAaDxnVLT5A,Taqueria Nueve,"Restaurants, Mexican",3.5,15,45.5233871,-122.6370521,97232.0,1,2
1292,WjFKYw7CbEio0EdDHjU-cg,The Kache,"American (Traditional), Nightlife, Restaurants, Bars",3.5,15,45.5468757,-122.5926233,97213.0,2,8
1357,dNfG3uxBmLHBK-1B5NQz9A,BurgerFi,"Hot Dogs, Restaurants, Burgers, Fast Food",3.5,15,45.5177177,-122.6777352,97204.0,0,1
1617,g7U07ajgVtNODwgnI10zaQ,Holden's Bistro,"Restaurants, American (New)",3.5,15,45.5266393,-122.6852992,97209.0,0,1
2026,0l5ckOoV0HAo4YkyNBkS6w,Beirut Cafe,"Halal, Cafes, Middle Eastern, Food Stands, Mediterranean, Restaurants, Lebanese",3.5,15,45.5229456068,-122.6700214466,97204.0,0,1
2316,HdxZSJhbiboy-6FO7CYr5g,Piroshki & A Pickle,"Food, Restaurants, Coffee & Tea, Russian",3.5,15,45.5195941,-122.6830472,97205.0,0,1
2743,-jVXCu8vlfSk8_hhUk2stg,Enchilada Express,"Restaurants, Juice Bars & Smoothies, Food, Tacos, Mexican",3.5,15,45.4922054,-122.4864414,97236.0,2,4
2887,80FUDZhVM8JOwSejmPKtdg,Starbucks,"Food, Coffee & Tea",3.5,15,45.509548,-122.734911,97221.0,3,5
3041,f60CjyKjgllsYp_HAFmL-w,Bun Bo Hue Minh,"Restaurants, Vietnamese",3.5,15,45.504329,-122.574372,97266.0,2,0
3253,3WTOx3evSg535nZ8E81jtA,Spearmint Rhino Gentlemen's Club,"Cabaret, Arts & Entertainment, Adult Entertainment, Beer, Wine & Spirits, Strip Clubs, Nightlife, Food",3.5,15,45.5042257,-122.4997294,97236.0,2,4
3766,WOwbHRuMOFZPk-cUS0pUwQ,Tacos Chavez,"Mexican, Restaurants",3.5,15,45.495104,-122.6083634,97206.0,1,0
3807,_vp2wQ2jMPaefhFuNY5T7Q,Pho Green Papaya,"Asian Fusion, Restaurants, Vietnamese",3.5,15,45.4454734,-122.7268621,97219.0,3,5
4290,lqf0w_FUDAhxn3gCsJYwlQ,Victorico’s Mexican Food,"Mexican, Fast Food, Restaurants",3.5,15,45.5873019,-122.7391003,97203.0,3,7
4655,qVmCmrCvTXKiCgilcN36Lw,A J Java,"Restaurants, Breakfast & Brunch, Food, Coffee & Tea",3.5,15,45.5695538,-122.6752437,97217.0,0,6
5111,YKc09933a8QPMRxKAnzXQQ,Pappys Bar & Grill,"Bars, Restaurants, American (Traditional), Nightlife",3.5,15,45.5315839,-122.5786926,97220.0,2,8
5445,EZXNXGaeGrcu6zXhIPiw6g,Starbucks,"Food, Coffee & Tea",3.5,15,45.5143558468,-122.683256,97201.0,0,1
5747,toKVT4qoPwUN1QstPOWuhw,Starbucks,"Food, Coffee & Tea",3.5,15,45.4629179,-122.6844841,97219.0,0,9
5856,rdTesjrA1E9EEiBsyEzALQ,Spice Thai Kitchen,"Thai, Restaurants, Soup, Salad",3.5,15,45.5102417,-122.684209,97201.0,0,1
6030,L8UDPyWeZ5epV2Ug9ZIwSw,Let's Brew,"Shopping, Beer, Wine & Spirits, Brewing Supplies, Food, Do-It-Yourself Food, Hobby Shops",3.5,15,45.5192897,-122.5783004,97216.0,2,0
6313,6U7_xfCIOtgXm6TVMSOjSg,Papa Murphy's,"Restaurants, Pizza",3.5,15,45.5036304997,-122.540524959,97236.0,2,4
6631,cWoJ4_Tp_2_NmAcU07lq0w,Cafe Cello,"Food, Coffee & Tea",3.5,15,45.5195941,-122.6830472,97205.0,0,1
6714,YRJygwTCIUoPKQxr1bgkzA,Chez Jose,"Restaurants, Mexican",3.5,15,45.5348639,-122.6425971,97232.0,0,2
6774,15hXAJdSFKTuAkzmsfmHLQ,Lot Four Urban Eatery,"American (New), Lounges, Restaurants, Nightlife, Bars",3.5,15,45.5311800217,-122.6802584632,97209.0,0,1
46,9pMr0WgcKdDf6DxyNIIsaQ,Boyds Coffee,"Coffee & Tea, Restaurants, Food",3.5,14,45.5260759,-122.6819204,97209.0,0,1
240,5fHZLHjlFmLfi78ibVyMMw,Green Leaf Chinese Cuisine,"Chinese, Restaurants, Cantonese, Food Trucks, Food",3.5,14,45.5206108058,-122.6813005909,97205.0,0,1
601,Z98xuYd4naKzOS8pBY4Y3A,Ada's Cafe,"Cafes, Food, Breakfast & Brunch, American (Traditional), Restaurants, Burgers",3.5,14,45.4605303,-122.6472232,97202.0,1,9
609,mqkBQum1kCunvVV94jyqcQ,Q Burger & Fries,"Burgers, Barbeque, Restaurants",3.5,14,45.5773521,-122.6981205,97217.0,0,6
802,1vaZbOqJF0wu4WiRxc76GA,Under Wonder Lounge,"Restaurants, Nightlife, Arts & Entertainment, American (New), Bars, Lounges, Music Venues",3.5,14,45.5408474,-122.6634854,97212.0,0,6
1063,GBDqh4gHrvAEtwUYWRclCQ,Noum Phu Thai,"Restaurants, Food, Thai, Food Trucks, Street Vendors",3.5,14,45.5490048675,-122.5864768401,97213.0,2,8
2585,5z4-1IGYGedmQrqqDFRM8Q,Kobos Coffee,"Restaurants, Food, Coffee & Tea",3.5,14,45.5115976,-122.6786514,97201.0,0,1
3823,XBLcnrqA8mxor9H4-83GEw,Subway,"Restaurants, Sandwiches, Fast Food",3.5,14,45.5311719664,-122.830753271,97229.0,3,3
3870,DZwTe8Jc7X3QhBoXoUVvHA,Zaytoon,Restaurants,3.5,14,45.5589868,-122.6420607,97211.0,0,6
4251,ZfCbOLvaU271nrWGvYUp8w,Starbucks,"Coffee & Tea, Food",3.5,14,45.50327,-122.671875,97201.0,0,1
4260,GcBv6w-KmHWK1-i7RnQzeg,Cafe Magnolia,"Restaurants, Breakfast & Brunch, Cafes",3.5,14,45.5117494,-122.6326449,97214.0,1,2
4285,s8kLeptkc6FNZUBSR8h-9A,Bubble Bar,"Bubble Tea, Food",3.5,14,45.4530323145,-122.5800937787,97086.0,1,0
4298,ZKDiesLsLf2e5tyQkrjtTA,Bangkok Corner,"Thai, Restaurants",3.5,14,45.4726131,-122.6715281,97219.0,1,9
4418,W6pGVv-ejvEXNtfi4Ic2eg,Bae’s Fried Chicken,"Restaurants, American (Traditional)",3.5,14,45.4738347617,-122.6496010466,97202.0,1,9
4437,BdLXWYLFZaoRMxfH8VQ6tg,La Provence Wholesale Bakery,"Food, Custom Cakes, Wholesalers, Restaurants, Bakeries, Professional Services",3.5,14,45.5324587,-122.6287742,97232.0,1,2
4906,Ee36R-MB75QSyE6r6oaiaA,Nordstrom Cafe at Lloyd Center,"Restaurants, Sandwiches",3.5,14,45.5321644,-122.6521983,97232.0,0,2
5197,dd6mCau1CAs6d7OUaMv8LA,Ben & Jerry’s,"Desserts, Food, Ice Cream & Frozen Yogurt, Event Planning & Services, Custom Cakes, Caterers",3.5,14,45.511793,-122.6821700543,97201.0,0,1
5433,RbO2Ztjq6c8m9F44xJKE8A,Papa Murphy's,"Pizza, Restaurants",3.5,14,45.5125134,-122.6198685,97214.0,1,2
5656,QtFvXYPrwVYk3HEu8RcABg,Mercato,"Italian, Restaurants, Sandwiches",3.5,14,45.5235569,-122.680423,97209.0,0,1
5785,wDoIVZXYS1659H84Le0I1w,Tropical Smoothie Cafe,"Juice Bars & Smoothies, Restaurants, Food, Sandwiches",3.5,14,45.5228627,-122.6903545,97209.0,0,1
6057,qGzqwInibcCKJtB2xqEqpw,Mocha Express,"Coffee & Tea, Food",3.5,14,45.4708735,-122.5789113,97266.0,1,0
6399,2kg6l3SZfQv_nmbmITy0ww,show bar,"Burgers, Nightlife, Bars, Venues & Event Spaces, Restaurants, Event Planning & Services",3.5,14,45.5189728,-122.6520951,97214.0,0,2
6832,Gx_pj1W2k7E2Tj1fXgXksA,Sadie Mae's,"Restaurants, Nightlife, Cocktail Bars, American (Traditional), Southern, Delis, Hot Dogs, Bars",3.5,14,45.5171865094,-122.5561269745,97216.0,2,4
6861,Uwpkem3C_8EU_or4NxyVbA,Invasion Cafe,"Coffee & Tea, Food",3.5,14,45.5202433,-122.6755087,97204.0,0,1
6932,8klLSZXihFe3VjAd6CFepw,Chocolate Mexican Bistro,"Restaurants, Food Stands",3.5,14,45.5203715,-122.6809796,97205.0,0,1
7083,v_nh_WRGprA2hFai95YgBA,Southern Smoke BBQ,"Barbeque, Sandwiches, Food Trucks, Restaurants, Food",3.5,14,45.5405469,-122.6098498,97013.0,1,8
303,sFcrrwKyKV0V9l2qWym0WQ,Concordia Coffee House,"Coffee & Tea, Food, Restaurants",3.5,13,45.5591475,-122.6356095,97211.0,0,6
1471,O-Sek38lKSNHBq1cxVL2fg,Shamrock Bar & Grill,"Sports Bars, Bars, American (Traditional), Karaoke, Pool Halls, Nightlife, Restaurants",3.5,13,45.4872416,-122.5792019,97266.0,1,0
1560,Gf0SvnCA4ZmIbT0sxwXA-g,Alibaba Takeaway,"Halal, Mediterranean, Kebab, Restaurants",3.5,13,45.5210573417,-122.6762056008,97204.0,0,1
1692,SRG9QsKp5y64TGiQCyzKlg,Six Point Inn,"Nightlife, American (New), Restaurants, Dive Bars, Bars",3.5,13,45.5930922,-122.7326247,97203.0,0,7
1929,cuLiTWCh0YCss4ntk5XyKw,Tuan's 76,"Auto Repair, Convenience Stores, Food, Automotive, Gas Stations",3.5,13,45.5628773,-122.6302503,97211.0,0,6
2047,_HhW_2AHpq_pnn7tJIQLaQ,Savvy J's,"Restaurants, Food Stands, Cajun/Creole, Southern",3.5,13,45.4635179,-122.5794757,97217.0,1,0
2907,xuxnuWCB4NKukQs7EqJ_kQ,The Whole Bowl,"Restaurants, Vegetarian, Food, Vegan, Food Trucks",3.5,13,45.5186813262,-122.6796805859,97204.0,0,1
3111,BbwHXvaZdeeDbx2ze0usqg,Rite Aid,"Shopping, Convenience Stores, Food, Photography Stores & Services, Drugstores",3.5,13,45.5544393,-122.6012915,97218.0,2,8
3296,z6SOSSfNtk97dO0kBL5H6w,Papa Murphy's,"Restaurants, Pizza, Vegetarian, Gluten-Free",3.5,13,45.4754034,-122.649452,97202.0,1,9
3400,D0IG-yhXwhiTqmPWbHaCdg,Hal's Tavern,"Dive Bars, Bars, Nightlife, Restaurants, American (Traditional)",3.5,13,45.517188,-122.6524482,97214.0,0,2
3839,Cqte8KOTX-sMPWl8Z8pEsQ,Smoke and Vape,"Food, Beer, Wine & Spirits, Shopping, Head Shops, Tobacco Shops, Vape Shops",3.5,13,45.4964724687,-122.6106920835,97206.0,1,0
4041,GZW20t7PwsDtXFqg7IQPjg,American College Of Healthcare Sciences,"Health & Medical, Colleges & Universities, Education, Food, Health Markets, Adult Education, Specialty Food",3.5,13,45.4869202,-122.6758311,97239.0,0,9
4198,TG9q9oor-7eyU1NjFqw_aw,bobablastic,"Food Trucks, Bubble Tea, Food",3.5,13,45.4674950384,-122.6533295587,97202.0,1,9
4369,O0eeUwl6JRkr2BW0g5wmxA,Kathmandu Cafe,"Food, Restaurants, Food Stands, Food Trucks, Himalayan/Nepalese",3.5,13,45.5226614,-122.6697468,97204.0,0,1
5397,z37BziCE5i527W4V9HXD-Q,Hound Dog BBQ,"Event Planning & Services, Caterers, Food, Barbeque, Food Trucks, Restaurants",3.5,13,45.5133213,-122.6655857,97214.0,0,1
5621,7sUOPIaiEXBhkMUDyb6SIQ,Heartbeats Café,"Cafes, Restaurants",3.5,13,45.5437132,-122.6702203,97227.0,0,6
5679,4ZBTZc-SsW3M2Hkm4jE5nw,Subway,"Restaurants, Sandwiches, Fast Food",3.5,13,45.5547673131,-122.8357884358,97229.0,3,3
5967,GiaHA28PNGoxtyG8k9we1w,Leipzig Tavern,"Italian, Bars, Restaurants, Local Flavor, Nightlife, Pubs",3.5,13,45.464926,-122.653237,97202.0,1,9
6039,5wpSiRIUyDUwj8fxPLBEcg,Fondueit,"Food Stands, Specialty Food, Food, Restaurants",3.5,13,45.5052198,-122.611464,97206.0,1,2
6082,VKRQSjqn4XjNrdboSpyj1g,Rocket,"Lounges, American (New), Bars, Nightlife, Restaurants",3.5,13,45.5229034,-122.6542921,97214.0,0,2
6540,OSZ4glEEbBNSMatHe4aJHw,Mawj Iraqi Cuisine,"Restaurants, Food Stands, Food Trucks, Persian/Iranian, Food, Halal, Middle Eastern",3.5,13,45.5207891305,-122.6816152427,97205.0,0,1
6810,1EH2EmuaHhsCeDjR3PWjmw,Tandoor Indian Kitchen,"Vegetarian, Indian, Food, Food Trucks, Restaurants",3.5,13,45.504588,-122.636204,97202.0,1,2
7185,ER_VMRSD-9FSbw4SGGNQvA,Seaplane,"Fashion, Men's Clothing, Restaurants, Shopping, Women's Clothing",3.5,13,45.529592,-122.697685,97210.0,0,1
471,E28CUGotmmrz4xsiauqKnw,Honduran Tamale Factory,"Restaurants, Latin American, Food Stands, Caribbean, Food Trucks, Food",3.5,12,45.5620486,-122.6955575,97217.0,0,6
501,Yd8KSZbV51fwq6_rmXHJNw,The Sugar Shop,"Food Trucks, Desserts, Bakeries, Food",3.5,12,45.495768,-122.608463,97206.0,1,0
595,edRSgNkzHYENtANvVuBjWQ,Espresso Works,"Food, Bagels, Juice Bars & Smoothies, Coffee & Tea",3.5,12,45.4678834,-122.7226166,97219.0,3,5
1725,symCDS4mIpRMPXmISUi5hQ,Gigibar,"Food, Coffee & Tea",3.5,12,45.5054579,-122.6018092,97206.0,1,0
2183,8J-IOGNzb1W9ZNM14MceXw,Wendy's,"Burgers, Fast Food, Restaurants",3.5,12,45.497338,-122.63605,97202.0,1,2
3530,4BdnJWy_cZuzGHDeDiDeeg,Thai Bodian,"Restaurants, Food Trucks, Asian Fusion, Food",3.5,12,45.5874214253,-122.7426665408,97203.0,3,7
